0,389
1,301
2,182
3,0
4,145
5,399
6,301
7,366
8,301
9,227
10,299
11,389
12,48
13,399
14,244
15,338
16,13
17,146
18,366
19,301
20,366
21,112
22,0
23,389
24,0
25,66
26,399
27,0
28,366
29,366
30,182
31,399
32,288
33,299
34,348
35,0
36,0
37,140
38,366
39,182
40,338
41,9
42,372
43,145
44,140
45,203
46,366
47,0
48,0
49,0
50,48
51,366
52,338
53,288
54,278
55,389
56,0
57,399
58,399
59,182
60,203
61,244
62,145
63,203
64,372
65,389
66,203
67,366
68,145
69,366
70,366
71,0
72,338
73,48
74,182
75,9
76,366
77,182
78,366
79,0
80,366
81,146
82,60
83,112
84,59
85,9
86,39
87,301
88,203
89,0
90,182
91,0
92,0
93,203
94,399
95,66
96,0
97,348
98,399
99,288
100,366
101,182
102,299
103,266
104,299
105,39
106,301
107,182
108,112
109,399
110,399
111,338
112,149
113,389
114,146
115,288
116,366
117,13
118,0
119,399
120,366
121,338
122,366
123,59
124,112
125,366
126,399
127,60
128,182
129,399
130,146
131,366
132,366
133,9
134,366
135,366
136,52
137,9
138,366
139,0
140,338
141,366
142,389
143,182
144,60
145,182
146,112
147,60
148,338
149,112
150,9
151,302
152,301
153,0
154,112
155,0
156,389
157,366
158,366
159,9
160,203
161,288
162,59
163,399
164,112
165,244
166,182
167,266
168,0
169,0
170,112
171,244
172,13
173,9
174,288
175,60
176,366
177,338
178,301
179,399
180,288
181,0
182,13
183,399
184,0
185,288
186,399
187,399
188,288
189,372
190,366
191,149
192,366
193,39
194,182
195,288
196,0
197,366
198,0
199,13
200,48
201,59
202,399
203,60
204,112
205,0
206,52
207,244
208,389
209,366
210,399
211,182
212,366
213,278
214,39
215,389
216,278
217,266
218,9
219,13
220,366
221,366
222,182
223,399
224,366
225,338
226,266
227,366
228,348
229,288
230,348
231,338
232,399
233,145
234,288
235,399
236,145
237,0
238,366
239,0
240,366
241,182
242,112
243,48
244,372
245,399
246,244
247,338
248,9
249,182
250,0
251,0
252,302
253,389
254,288
255,366
256,145
257,399
258,59
259,399
260,399
261,0
262,182
263,112
264,366
265,140
266,0
267,299
268,60
269,140
270,48
271,112
272,301
273,145
274,338
275,302
276,0
277,399
278,366
279,0
280,399
281,60
282,299
283,203
284,399
285,0
286,366
287,399
288,66
289,182
290,399
291,399
292,59
293,301
294,366
295,389
296,9
297,366
298,0
299,366
300,389
301,301
302,112
303,399
304,0
305,389
306,13
307,301
308,299
309,399
310,299
311,60
312,9
313,366
314,366
315,60
316,266
317,112
318,0
319,301
320,48
321,0
322,366
323,338
324,389
325,13
326,0
327,299
328,366
329,278
330,244
331,299
332,0
333,112
334,399
335,0
336,0
337,140
338,0
339,0
340,9
341,366
342,278
343,112
344,366
345,389
346,301
347,366
348,9
349,112
350,9
351,60
352,399
353,227
354,9
355,0
356,301
357,299
358,0
359,182
360,366
361,399
362,399
363,399
364,399
365,366
366,299
367,399
368,366
369,366
370,146
371,366
372,288
373,399
374,0
375,39
376,60
377,366
378,60
379,203
380,389
381,0
382,9
383,399
384,278
385,301
386,112
387,13
388,140
389,399
390,182
391,266
392,366
393,338
394,288
395,366
396,0
397,301
398,0
399,366
400,39
401,39
402,366
403,288
404,182
405,66
406,338
407,389
408,13
409,366
410,302
411,182
412,399
413,140
414,48
415,389
416,278
417,338
418,278
419,366
420,149
421,389
422,389
423,0
424,39
425,399
426,338
427,13
428,0
429,140
430,0
431,399
432,182
433,278
434,112
435,399
436,112
437,9
438,140
439,366
440,244
441,48
442,266
443,0
444,0
445,366
446,399
447,301
448,0
449,203
450,348
451,389
452,39
453,182
454,399
455,399
456,39
457,0
458,366
459,399
460,399
461,0
462,60
463,0
464,366
465,301
466,399
467,60
468,302
469,366
470,389
471,278
472,366
473,182
474,399
475,366
476,266
477,112
478,366
479,0
480,288
481,227
482,112
483,301
484,60
485,366
486,399
487,288
488,146
489,301
490,338
491,302
492,389
493,0
494,389
495,278
496,366
497,399
498,399
499,301
500,299
501,399
502,366
503,60
504,399
505,0
506,366
507,366
508,366
509,278
510,399
511,399
512,366
513,9
514,182
515,60
516,338
517,301
518,366
519,0
520,266
521,399
522,0
523,399
524,389
525,0
526,0
527,399
528,0
529,182
530,13
531,66
532,288
533,182
534,366
535,13
536,182
537,39
538,182
539,301
540,60
541,372
542,366
543,9
544,366
545,399
546,9
547,372
548,9
549,366
550,0
551,389
552,182
553,399
554,299
555,182
556,288
557,389
558,389
559,399
560,203
561,266
562,0
563,60
564,366
565,299
566,338
567,399
568,0
569,244
570,399
571,0
572,48
573,112
574,366
575,302
576,366
577,0
578,112
579,59
580,182
581,299
