0,143
1,114
2,374
3,79
4,47
5,114
6,408
7,384
8,374
9,114
10,184
11,7
12,114
13,141
14,114
15,345
16,305
17,7
18,305
19,47
20,374
21,397
22,47
23,141
24,109
25,0
26,141
27,79
28,114
29,12
30,12
31,114
32,109
33,292
34,184
35,47
36,141
37,114
38,292
39,8
40,374
41,109
42,114
43,215
44,397
45,303
46,8
47,143
48,143
49,12
50,114
51,408
52,47
53,282
54,184
55,7
56,8
57,217
58,221
59,221
60,47
61,292
62,38
63,114
64,303
65,282
66,47
67,282
68,0
69,38
70,374
71,184
72,374
73,109
74,114
75,345
76,408
77,384
78,47
79,292
80,38
81,140
82,292
83,109
84,345
85,54
86,184
87,114
88,24
89,114
90,109
91,7
92,114
93,79
94,140
95,47
96,282
97,215
98,408
99,47
100,109
101,47
102,38
103,374
104,140
105,0
106,0
107,143
108,374
109,215
110,221
111,217
112,397
113,282
114,408
115,408
116,305
117,374
118,38
119,221
120,47
121,292
122,47
123,140
124,217
125,408
126,384
127,114
128,282
129,221
130,303
131,292
132,374
133,221
134,114
135,67
136,8
137,47
138,24
139,114
140,282
141,0
142,47
143,0
144,54
145,114
146,109
147,221
148,305
149,114
150,114
151,8
152,7
153,114
154,7
155,79
156,374
157,114
158,47
159,221
160,292
161,408
162,67
163,184
164,217
165,109
166,221
167,12
168,374
169,114
170,47
171,47
172,79
173,282
174,54
175,67
176,12
177,47
178,12
179,109
180,374
181,374
182,215
183,47
184,221
185,397
186,217
187,114
188,221
189,47
190,374
191,292
192,140
193,114
194,374
195,282
196,47
197,282
198,12
199,184
200,12
201,114
202,282
203,60
204,67
205,303
206,282
207,140
208,282
209,184
210,114
211,0
212,184
213,374
214,114
215,79
216,221
217,292
218,79
219,345
220,141
221,47
222,374
223,292
224,374
225,408
226,345
227,79
228,374
229,12
230,374
231,47
232,47
233,67
234,8
235,47
236,0
237,374
238,374
239,109
240,114
241,143
242,79
243,114
244,221
245,54
246,345
247,24
248,12
249,0
250,114
251,215
252,54
253,221
254,44
255,143
256,397
257,397
258,24
259,408
260,0
261,8
262,374
263,0
264,109
265,47
266,47
267,79
268,114
269,345
270,292
271,217
272,292
273,114
274,12
275,67
276,114
277,143
278,305
279,54
280,184
281,0
282,292
283,292
284,408
285,47
286,47
287,8
288,374
289,141
290,109
291,374
292,54
293,221
294,143
295,67
296,408
297,292
298,184
299,0
300,54
301,140
302,47
303,8
304,54
305,303
306,184
307,24
308,374
309,114
310,292
311,24
312,143
313,114
314,12
315,384
316,38
317,345
318,114
319,60
320,345
321,60
322,221
323,0
324,221
325,38
326,114
327,109
328,114
329,292
330,114
331,114
332,384
333,408
334,109
335,38
336,54
337,47
338,60
339,47
340,7
341,282
342,47
343,54
344,374
345,47
346,221
347,7
348,143
349,47
350,47
351,47
352,12
353,79
354,221
355,24
356,47
357,114
358,109
359,7
360,221
361,47
362,79
363,60
364,384
365,305
366,12
367,184
368,7
369,140
370,292
371,0
372,38
373,47
374,47
375,47
376,143
377,184
378,114
379,374
380,12
381,7
382,79
383,38
384,374
385,292
386,38
387,54
388,384
389,184
390,8
391,47
392,345
393,292
394,7
395,143
396,221
397,384
398,67
399,60
400,114
401,345
402,8
